property_id,title,property_type,price,amenities,accommodates,bedrooms,bathrooms,minimum_nights,description,notes,house_rules
257847,SYDNEY BUSHLAND WATERFRONT HIDEAWAY,House,$199.00,"{TV,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Washer,""Smoke detector"",""First aid kit"",""Hair dryer"",""Hot water""}",6,3,2.0,4,"Hideaway Cottage is nestled on the shores of Fisherman's Bay in Port Hacking in the Royal National Park,  just 50 klms drive south of the Sydney CBD.  It is a quiet location abundant with wildlife and wonderful bushland walks.  There is so much to explore locally but yet it is within comfortable distance of also exploring the main sites that Sydney has to offer. Experience the best of the Australian bush and Sydney city life with a holiday in this spacious open plan and comfortable waterfront cottage, located on the shores of beautiful Fisherman's Bay in the Royal National Park within 50kms from the Sydney CBD and just 40 minutes from Sydney Airport. Whether you are traveling from overseas to experience Sydney and the surrounds or just want a great short getaway without having to travel miles, Hideaway Cottage is just for you. Accommodation consists of 3 bedrooms, 2 with Queen sized beds, another large bedroom with 2 single beds. . There are 2 large bathrooms one with spa, plus an extr","Although the pantry is always fully stocked with all the basics, guests should provide their own fresh produce and meat supplies. Fresh milk, bread, butter will be supplied on arrival. If a shopping list is supplied, I will ensure that all the groceries etc are in the fridge/pantry ready on your arrival.",Hideaway Cottage has a standard set of rules for guests which will be provided at the time of booking.  It is strictly a no smoking cottage
262191,Harbour Foreshore Shared Accommodation with views,House,$95.00,"{TV,Wifi,Kitchen,""Paid parking off premises"",Washer,""Smoke detector"",""Hair dryer""}",1,1,2.0,5,"Located in the place of first European settlement in the late 1700's this is one of the earliest houses of the wealthy merchant class which grew the colony with private wealth. It is in the heart of The Rocks overlooking the Harbour adjacent CBD. <b>Welcome to Dawes Point!</b> Single room with spectacular views of Sydney Harbour Bridge in an historic colonial stone townhouse c.1841 in the heart of The Rocks. Close to everything, walk to Opera House, Quay and city! Public transport at the door. Shared bathrooms (two). Village atmosphere in the city with colonial architecture, harbour views, theatres, restaurants, shops and museums. Tree lined street in local diverse neighbourhood. Vibrant and colourful with weekend markets, food stalls and entertainment. The building is listed on the National Register of Historic Buildings and is undergoing complete conservation back to its colonial Georgian origin. Buses at the door or train and ferries 10 minute stroll away. Watch the sun setting on t","This is an important historic building listed on the national Register of Historic Buildings. As such, it should not be compared to an hermetically sealed and air conditioned hotel room; you are sharing a private home. The bedrooms are generally on the top two floors with the lower levels reception rooms, formal dining, breakfast room and library. If stairs pose a difficulty or other medical conditions which you feel may be compromised, satisfy yourself as to the suitability of the accommodation before booking.","No smoking in heritage listed building. Lost keys charged at $50 per key. ($150 for Georgian door keys) As shared accommodation, it is expected that the amenity of others will respected. Bathrooms and kitchen must be kept clean and tidy after use."
264513,Family Home on Willoughby Park.,Unit,$490.00,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Hair dryer"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,Stove,""Cleaning before checkout""}",6,5,2.0,2,"This beautiful and meticulous family home has the best of everything. Including an outdoor kitchen onto a cabana complete with foxtel and a huge tv! The leafy, quiet outlook on Willoughby park is ideal for a rest or a great holiday. Please get in touch if you need further info! The separate cabana works well for teenagers or grandparents seeking some solace!   I will never cancel!  We are away December  2019 and January 2020 so I've reduced the rates to have someone in our house!  Read more! Welcome to our meticulously presented and stylishly decorated, federation style four bedroom family home.   The House  The house is set on 630 sq. metres of level grass making it a perfect family home. The large master bedrooms offers sweeping views of Willoughby Park. The second bedroom also has panoramic views of the park. The 3rd and fourth bedrooms have leafy views and contain queen and double beds. . The house could sleep 8 in total.  In the cabana you can sleep 1.  There are 2 complete bathro",Please let us know if you require a linen service. There will be a small additional fee if you would like sheets and towels.,this is a quiet neighbourhood please respect that. Garbage Bins go out on Sunday nights.  Yellow for recycling and red for rubbish please do not park across the footpath. the cars will adequately fit inside the driveway
264925,Stunning North Bondi Beach Pad,Apartment,$399.00,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Washer,Dryer,""Smoke detector"",""Hair dryer"",Bathtub,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,Stove,""Full kitchen""}",6,3,2.0,5,"AWESOME LOCATION!! Fabulous 3 air conditioned bedrooms 2 bathrooms. 135 square metre ground floor apartment. Walking distance to all things Bondi. Bars, beaches and restaurants. We have a renovated, elegantly arranged apartment, this classic art deco apartment combines ornate period features with stunning contemporary finishes and an incredibly seamless flow. Privately set within a boutique period block of only four, its exceptionally well maintained interiors are brimming with character and a northerly aspect. Features include: - Open living/dining flows to a stunning stainless steel kitchen - Three bright large size bedrooms, all with air conditioning - Immensely private sunny courtyard with BBQ  - Two freshly schemed bathrooms, main features a bath  - Convenient internal laundry with washer and dryer - Private entry via gardens and a private front porch - 3m high decorative ceilings, cornices and picture rails  - Polished floors throughout - B&O wireless speaker - Wireless internet",Bedding can be queen bed or 2 x single beds.,No animals or pets please.  BBQ is to used in the outside back patio and not the front porch.  Please smoke outdoors. Pleas strip all bed linen on last day leaving only the mattress cover remaining.
288305,Beautiful Modern Cottage House !!!!,House,$45.00,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Washer,""Smoke detector""}",4,1,2.0,3,"2 storey modern cottage house with 5 bedrooms, 3 full bathroom, 3 family/entertainment area.  It is a walking distance to the bus station and 5 mins drive to the train station.  My place is located in a very quiet and safe place surrounded by beautiful homes and huge nursing home. Public transport is very accessible. Point of interest close to my place are: 1. Sydney Wet'n'Wild (10 mins drive) biggest water park in the        world. 2. Blue Mountains (1hr 10mins drive) 3. Sydney CBD (40 mins drive)  4. Parramatta CBD (20 mins drive) 5. Sydney Olympic Park (25 mins drive) I offer the following services:  light breakfast, internet and for a fee of $10 for laundry. Experience fresh mountain air as you rise above Sydney and enter the spectacular Blue Mountains region. The Blue Mountains is perfect for exploring the best that NSW has to offer. The Three Sisters at Echo Point, bushwalking, galleries, dining, shopping, day spas, golf, and numerous attractions. The Blue Mountains is the ideal",,"* Identification document (i.e.passport, driver's license) should be presented before check-in. * Respect other guests by keeping noise level down. * No smoking and drinking inside the house. * Guest's visitor not allowed. * Only basic kitchen is offered, i.e. microwave, toaster, kettle. No cooking allowed."
290146,"Bellevue Hill Designer, Beaches, City and Views",Apartment,$185.00,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,Washer,Dryer,""Smoke detector"",""Hair dryer"",""Self check-in"",Lockbox,Bathtub,""Game console"",""Hot water”,""Coffee maker"",Refrigerator,Dishwasher,Oven,Stove}",6,2,2.0,2,"Wake up to sunrise skyline views at this top-floor boutique apartment, then step out onto the balcony for a morning cup of tea in the fresh air. Kick back on the comfy leather sofa with a magazine, or fire up the grill on the shaded, private terrace.",,1. STRICTLY No partying is allowed in our properties and parties or noise disturbance may result in loss of bond. 2. No pets are allowed 3. Number of guests must be known (inclusive of kids and babies) by Bondi Beach Holiday Homes when booking. An extra guest outside the agreement will not allowed and will result is deduction from security bond. 4. There is no smoking in our holiday homes. There is a $200 fee charged for special cleaning to rid of smoke odor. 5. You are welcome to hire a port a cot and high chair for an additional $60 AUD ($30 each) CHECK IN Letterbox lockbox AT PROPERTY. Keys will be available for collection from 3pm onwards. We require a scanned/photo of ID to be sent by email prior to arrival to receive your access code. The second set of keys will be in the apartment and both sets should be left INSIDE the apartment please when you depart.  CHECK OUT Before 10 AM or at the pre-arranged time with the owners. Please leave keys in the apartment and lockup when you go.
291677,Inner city terrace near attractions,House,$80.00,"{TV,Kitchen,Washer/Dryer,Washer,Dryer}",2,1,2.0,2,"Close to city with good public transport to tourist attractions. Walk to cafes, restaurants, take aways home delivered, cinema, shops, gym, parks, Sydney University and swimming pool. Short taxi ride to international and domestic airline terminals.  Bright and airy house with two bathrooms, two bedrooms, washing machine, clothesline and yard. Share comfortable living area with dining, kitchen and lounge with TV/DVD. Free limited local phone calls. Friendly and safe neighbourhood. Take a train to visit Sydney Harbour, The Opera House, Museums, the historic Rocks and Art Galleries. It is a short train ride to Central Railway to catch a train to country or interstate locations.      Sydney is well-endowed with open spaces and access to waterways, and has many natural areas, even in the city centre. Within the CBD are the Chinese Garden of Friendship, Hyde Park, The Domain and the Royal Botanic Gardens. The metropolitan area contains several national parks, including the Royal National Par",,
323999,"Malabar 2 bedrooms, lovely bay views",Apartment,$116.00,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Washer,""Smoke detector"",""Hair dryer"",Bathtub,""Hot water"",Microwave,Refrigerator,Dishwasher,Oven,Stove}",4,2,2.0,28,"2  bed apartment. Lounge room has French doors to balcony with  water views. Master bedroom is newly built is very spacious with en-suite, WIR and balcony. Second bedroom has 2 single beds  bed and has a built-in wardrobe. Downstairs  bathroom has bath & shower. Separate laundry. Well equipped kitchen with large breakfast bar and dishwasher. The dining table seats 8. Patio with table and chairs leads to small garden.  ****Only available 4th May to 28th July 2020. minimum period 4 wks**** Only available for period 4thMay to 28tjJuly 2018 for a minimum period of 4 weeks. Often booked by people emigrating to Australia or parents visiting their children and grandchildren. Fully self contained ground floor of house with front and back entrances, front balcony has beautiful bay views. Small backyard which is low maintenance. Help yourself to oranges, lemons, limes, passion fruit,parsley, thyme, rosemary, bay leaves, oregano.  Malabar beach and ocean pool are only a 5 minute walk away. Easy a",Minimum 4 weeks from May 4th to July 28th 2020,Please turn off heating/aircon when leaving during the day as it only takes a few minutes to get up to speed. Also turn off after 10pm per regulations.
329096,Funky Victorian Terrace in Newtown,Unit,$199.00,"{TV,Internet,Wifi,Kitchen,Cat(s),Washer,Dryer,""Smoke detector""}",5,3,2.0,7,"Our house is in a lovely street super close to Camperdown Memorial park, cool cafes, bars, restaurants and public transport. It's a friendly and relaxed neighbourhood with a very hip vibe. We rent out our funky and eclectically furnished 3 bedroom terrace when we go away for the weekend or school holidays. Our house would particularly suit cat-lovers, as we have 2 cats who will need feeding.  The rent is low because of the cats, so take advantage if you're cat lovers! The house has a large living room and kitchen dining room opening out onto a backyard, 2 bathrooms and three bedrooms.  - The main bedroom has a queen size bed and a balcony overlooking the street.  - The second bedroom has bunk beds.  - Downstairs bedroom has one single bed.  - Outside, there's backyard with chairs and a table.  - The laundry has a washing machine and a dryer. There's also a washing line in the back yard. We have broadband wifi, ipod/cd player, TV with PVR and blue-ray player with wifi connectivity. The",,"Strictly no smoking in the house, please. You're welcome to smoke in the back yard. Please take good care of the cats and don't over feed them!"
374072,Modern family house in Bondi Beach,House,$375.00,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Washer,Dryer,""Hair dryer"",""Self check-in"",Lockbox,Bathtub,Microwave,""Coffee maker"",Refrigerator}",8,4,2.0,7,"Our large 4 bedroom house with parking is located in a quiet street yet close to cafes, restaurant and fabulous Bondi Beach.  It is well equipped and comfortable, with a gourmet kitchen and a leafy outdoor area with BBQ. Ideal for large families. Sydney CBD is 30mn away by public transport. Modern, comfortable and with a gourmet kitchen, this two levels semi-house is located in North Bondi and will provide an ideal setting for a family holiday Popular cafes and restaurants are a couple of blocks away and beautiful Bondi beach is a 5 - 10 minute stroll The house if fully equipped including WiFi,  TVs, washing/drying machines, dishwasher etc.  All rooms have ceiling fans. Parking in our driveway. By arrangement, we will provide access to bicycles (adults and kids), surfboards and our Netflix subscription. Rental prices vary as per calendar. We usually take bookings for minimum 6 nights, with possible discounts for longer stays over 7 days (email us for more info). Standard check in at 2p","Amenities Include: - 2 x TV / Sound system - Internet / wireless Internet - Gourmet kitchen, dishwasher and Nespresso machine - Heating and ceiling fans in bedrooms - Parking / garage - Cotton linen - Washer and Dryer - Family friendly, happy to leave child car seats toys bikes etc","We value our neighbors in this family friendly part of Bondi, so not the right place to stay if you intend to have noisy evenings."
397905,Fabulous Bondi Beach - Australia.,House,$100.00,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Gym,Dog(s),Elevator,""Free street parking"",Washer,Dryer,""Smoke detector"",""Hair dryer"",""Hot water"",Microwave,Refrigerator,Dishwasher,Oven,Stove}",2,3,2.0,2,"Welcome to Dover Heights, one of Sydney's exclusive Eastern Suburbs and thank you for checking this listing!  The apartment: We offer a double room with the luxury of having your own bathroom in our groundfloor apartment. Breakfast is included (self service) and feel free to make use of the kitchen facilities. It is a very quiet complex with no traffic noise. There is plenty of parking available.  In addition the apartment offers:  - Internet / WiFi  - Cable TV available.  The complex has: - Indoor heated pool - Gym - Sauna and steam room.  The area:  It is only a 10 minutes walk from the world famous Bondi Beach. The area had amazing walks along the cliffs. Enjoy the beautiful views and good chances you can spot the whales passing by during the season.  Public Transport: There is excellent public transport on our doorstep. The bus lines have good services in the area. A trip to Bondi junction is only 15 minutes and here you will be connected to Sydney's CityRail network.  We are looki",,Breakfast not included. Tea/coffee etc provided and free use of kitchen facilities.
408200,Modern Cottage House in the West,House,$51.00,"{TV,Internet,Wifi,""Air conditioning"",Washer,Dryer}",4,2,2.0,3,"2 storey modern cottage house with 5 bedrooms, 3 full bathroom, 3 family/entertainment area.  It is a walking distance to the bus station and 5 mins drive to the train station.  My place is located in a very quiet and safe place surrounded by beautiful homes and huge nursing home. Public transport is very accessible. Point of interest close to my place are: 1. Sydney Wet'n'Wild (10 mins drive) biggest water park in the        world. 2. Blue Mountains (1hr 10mins drive) 3. Sydney CBD (40 mins drive)  4. Parramatta CBD (20 mins drive) 5. Sydney Olympic Park (25 mins drive) I offer the following services:  light breakfast, internet and for a fee of $10 for laundry. Experience fresh mountain air as you rise above Sydney and enter the spectacular Blue Mountains region. The Blue Mountains is perfect for exploring the best that NSW has to offer. The Three Sisters at Echo Point, bushwalking, galleries, dining, shopping, day spas, golf, and numerous attractions. The Blue Mountains is the ideal",,"* Identification document (i.e.passport, driver's license) should be presented before check-in. * Respect other guests by keeping noise level down. * No smoking and drinking inside the house * Guest's visitor not allowed. * Only basic kitchen is offered, i.e. microwave, toaster, kettle. No cooking allowed."
412078,Waterfront Collective: Turtle Run .,House,$551.00,"{TV,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Washer,Dryer,""Smoke detector"",""Hair dryer"",""Self check-in"",Lockbox,""Hot water"",Stove}",6,3,2.0,2,"Summer ! January deals : From $250/night ask for a quote. (Price varies on requirements).  Holiday Cottage on the water Yep.. on the water. Not across the road  or 2 blocks away. True. Not suitable for young children.  (Minimum 2 night booking) Fancy a fabulous waterfront,'50's built, cottage for a holiday with absolute privacy and access by boat only? Or maybe a private weekend with your work mates brainstorming? Then Turtle Run is the retreat for you. This is a sanctuary that truly embraces the layback lifestyle of the northern beaches of Sydney. This waterfront 3 bedroom, 2 level cottage is nestled in the hillside forest at the edge of the Ku-ring-gai Chase National Park overlooking Pittwater Harbour at Church Point, McCarr’s Creek in northern Sydney. Yet incredibly, it is situated only 40 minutes from Sydney’s CBD and 15 minutes from the best beaches in the world. The area has survived the onslaught of development with many surrounding home owners retaining the original 1950’s holi",Sorry no Events/ Parties. ( Seriously). We have had quests that have turned up with boat loads of people after the manager has left. Instant eviction.  Film and TV location with prior arrangement . Turtle Run would not be suitable for: Young Children People who have trouble with access ( Stairs and boat transits ). We respect our 'fabo' neighbours - we hope you will do the same.,"All of our guest have been clean , tidy and fun to have around."
446497,Lovely Family Home Close to Manly!,House,$394.00,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",Washer,Bathtub}",6,3,2.0,7,"A light, spacious and very attractive 1920's house in a great location close to everything that Manly offers. The house has a prime location in Fairlight, just minutes from the harbour foreshore and all the attraction and amenities of Manly. It is a 2-storey brick 1920's house with lots of light and character. We have recently renovated the kitchen/dining room and the garden. There is a separate living room, a sunroom full of toys and 3 bedrooms. One has a queen bed, one a double and the third has two single beds (which could be joined to make a big queen).  There is also a cot.  There is a sunny deck with daybed and a leafy courtyard garden, perfect for alfresco meals and bbqs.  Free wi-fi.    We are happy to discuss the rental of our car, but most local points of interest are best reached on foot, bike or the freebie bus network. The whole house. We will not be at home during your stay - we rent the house out when we are on holiday. The house is a five-minute walk from the lovely loc",,"We don't have many rules except - no smoking inside, no extra guests without approval, be considerate towards our neighbours and treat the property with respect."
470500,"Modern apt. in Camperdown, Sydney",Apartment,$118.00,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Washer,Dryer,""Smoke detector"",""First aid kit""}",4,2,2.0,14,"Very well located modern, open plan apartment. 5-10 minute walk from the vibrant King St whilst the apartment is tucked away somewhere a little more peaceful. Enjoy unrestricted access to all features of our home during times that we are not using it This very well located apartment features open plan living with adjoining kitchen, dining and lounge room. A large undercover balcony extends the full length of the apartment. The spacious main bathroom has a full size bath. The master bedroom has an en suite.  The apartment is modern, inside and out with a variety of amenities to further enhance the comfort of your stay: 46"" LED TV, free wifi internet, 3 burner gas BBQ dishwasher, gas stove, washing machine, dryer,  and much more. The main bedroom has a queen size bed. The second bedroom has a single bed which can be expanded into a king size bed on request. Our place is in a pleasant neighbourhood in Camperdown with a number of close-by parks. It is a 5-10 minute walk from the vibrant Ki",We have Netflix on the big TV which means you'll have Netflix on the big TV.,"- It's important to close and lock balcony security shutters (louvres) whenever the apartment is being left empty, even if only for a short period of time - No smoking - No pets - With food, you may help yourself to tea, instant coffee, margarine, condiments (jams, peanut butter, vegemite, sauces, etc) but no other food or beverage is included in the price of the stay"
503025,"Bright, modern luxury apartment in prime location",Apartment,$429.00,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,Washer,Dryer,""Smoke detector"",""Hair dryer"",Bathtub}",4,2,2.0,5,"Sydney Harbour views, sun drenched balconies and a stroll to famous Bondi Beach - our home is the perfect year-round entertainer and is now available during the prime New Years period... be quick! Modern furnishings and comfortable amenities make this is a unique property so close to the city and beach with excellent, popular local restaurants. Suits young family. Generous bedrooms, large living area, friendly neighbors, quiet building with all modern services including wi-fi, gas cooking surfaces, Nespresso machine, 55"" TV, Airplay sound system! We're a 5 minute stroll to popular cafes, the Beach Road Hotel, Harris Farm Markets and the bustling Hall St. A further 3 minute walk to Bondi Beach. Entire home recarpeted, fresh paint and new block out curtains. Call/email if you need anything. Our entire home, two bedrooms, two bathrooms and off street security garage plus visitor parking. The building has a large private pool that is perfect for kids, well maintained and hardly used. (The",We would prefer a longer stay with couples or families applying.,"Strictly no pets and no smoking. Have as much fun as you can, but respect it is our home. Our neighbours are all lovely people, so please be nice and welcoming."
546595,1BR in B&B beautiful Cremorne home!,Studio,$100.00,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Dog(s),Cat(s),""Free street parking"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Hair dryer"",""Hot water""}",2,1,2.0,1,"Welcome to the stunning area of Cremorne and thank you for checking this listing!  Stay with some real Sydney siders in my modern friendly family home ideally located in a quiet street just 4 km from Sydney city centre!  This home is a fantastic base for a Sydney holiday, business, travel or study. The house:  Come stay and enjoy one of our two elegantly decorated guest rooms. The house boasts the luxury of having 2 bathrooms. It has a lovely open plan kitchen and living area that leads to the outdoor dining/ BBQ area, level garden and veranda. My guest rooms have twin beds and can accommodate singles, two friends, couples or family groups.  Wireless internet is available and there is plenty of free street parking. Looking for something unique? You can have breakfast with the cockatoos whilst gazing over the leafy vista of the Cremorne valley! The middle harbour foreshore track around Cremorne and Primrose Park is right accross the road.  Mosman village is a short distance away. Public",,"No smoking on the property, this is a shared home, consideration and respect for other guest or residents is required.  No unregistered guests. If you have any question or special requests please ask."
557967,3 BEDROOMS & POOL IN SYDNEY BEACHES,House,$180.00,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Washer,Dryer}",4,3,2.0,60,"3 MONTH MINIMUM STAY! Please ask us about a discount for a 6 month minimum lease! Bright & cosy family home located in Cromer  in a quiet cul-de-sac and residential family area, 5 minute drive to Dee Why beach & cafes. Lovely District & bush outlook from the house & deck. Easy access to Sydney CBD & all that Sydneys Northern Beaches has to offer. Brick veneer house with polished floors, large renovated gourmet kitchen with double oven, huge covered deck with BBQ overlooking the pool and backyard. The master bedroom has a modern ensuite, there is also a full bathroom with shower, bath & toilet. Washing machine available. Broadband, digital TV, PS3 etc. Bedrooms 2 and 3 have a single bed and an additional roll-away can be provided, which would be suitable for a child. 5 minute walk to the nearest bus stop with express buses to the city operating weekdays during peak hour, otherwise buses run to Warringah Mall & Dee Why. It is a 40 minute drive to Sydney CBD and a 5 minute drive to French",,"This is a quiet and family friendly street, so we would appreciate your consideration in keeping noise to a minimum and  no smoking."
587669,Palm Beach-Magnificent ocean views!,House,$500.00,"{TV,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Hair dryer"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,Stove,Waterfront}",6,3,2.0,2,"You will love this retro Palm Beach cottage from the moment you walk through the door and straight out to the view! Pacific ocean, beautiful Barrenjoey Headland and peaceful Pittwater all in one sweeping glance! A short walk to both Palm Beach and Whale Beach. Weekends or longer stays. Beautiful Palms - a quaint, yet comfortable cypress pine lined cottage on the ocean (NE) side of Palm Beach. Delight in the wonder of sun, surf and sand at your doorstep.  Enjoy your breakfast,  lunch or dinner on the deck overlooking the water. Enjoy surf and ocean pool swimming, long walks along the beach to Barrenjoey headland and lighthouse, Pittwater sunsets.  Can accommodate up to 6 people in three bedrooms - one queen bed (with a fabulous view from the bed), one Californian king bed (which can be split into two king singles) and two long singles (which can be joined together to make a king bed). A comfortable and relaxing atmosphere  - board games, books and broadsheets, the order of the day, rath","Standard Terms  and Conditions will be agreed and apply at the time of booking confirmation. A  Security Deposit bond will be required.* * The Security Deposit bond will be refunded subject to the conditions in the Standard Terms and Agreement being met. It is designed to cover any additional costs incurred including but not limited to, any breakage, damage or excess cleaning requirements, extra guests beyond those declared ..etc.","Bring your stories, good humor and laughter with you. Prepare to  relax, unwind and marvel in this beautiful environment. In general, all I would ask is for you to please be respectful and responsible in your use of the space and your enjoyment of the house, the neighbourhood and it's amenity.  Specifically, upon confirming your booking through payment, you agree to the Standard Terms and Conditions of Temporary Holiday Accommodation below: The owners will make every effort to ensure the property is available as booked. However the owners reserve the right to make alterations to bookings due to unforeseen circumstances. To maintain a good standard for our guests we require certain conditions to be complied with. We appreciate most will respect our property but the occasional abuse requires that we state the following conditions. Number of Guests should not exceed the number stated on the Confirmation Notice or subsequently agreed in writing or email.  Fees will apply for excess guests "
595031,Ultimate Beach Holiday,Unit,$301.00,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Washer,Dryer,""Smoke detector"",""Hair dryer"",""Hot water"",Microwave,Refrigerator,Dishwasher,Oven,Stove}",6,3,2.0,7,"Fully renovated beach cottage with solar heated pool and sea views. Stroll to the famous Mahon Pool and Maroubra Beach,coastal walkway and local coffee shops. Experience our newly renovated, light filled home. Large garden patio with solar heated pool makes it an idyllic holiday spot. Beautiful main bedroom with bathroom en suite - shower only. Ocean views. TV with Foxtel and Netflix. Bedroom 1  has a queen bed and bedroom 2 and 3 have double beds, as well as a seperate living area/ hangout space.  TV/media room with Foxtel and Netflix Main bathroom has a shower and a bath.  Lounge, dining and kitchen are open plan onto a gorgeous deck with bbq. Many a summers day has been spent here. There is also an outdoor shower with both hot and cold water. Lounge with TV and music system. Kitchen has a microwave and dishwasher. Seperate laundry with latest washing machine and tumble dryer.  Lots of local places to eat  - Pool Cafe, Chalk, Grumpy Baker, Feedbag...  great coffee, yummy food and fri",,To have a wonderful time in our beautiful city of Sydney and look after our home as you would your own. Please no cooking or eating of Pork or Ham either on the bbq or in the kitchen.
637986,"Harbour Views, Resort Facilities!",Apartment,$250.00,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,Washer,Dryer}",1,2,2.0,3,"Welcome to Sydney! On offer is an oversized room in a conveniently located, spacious, bright and modern, fully-furnished security apartment within a landmark Sydney complex designed by reknown Australian architect, Harry Seidler. ""The Horizon"" is your inner-city oasis located in trendy Darlinghurst and a stones throw from the areas' famed cafes, bars and restaurants. The best Sydney has to offer is also at your doorstep.  Within Walking Distance: 5min to Kings Cross, Potts Point & Taylor Square/Oxford St. 10min walk to Woolloomooloo Wharf, Cook & Phillip Park Aquatic Centre, Hyde Park, Australian Museum and the CBD.  15min to Sydney Harbour, Art Gallery of NSW, Botanical Gardens, Surry Hills & Rushcutters Bay. 20min to the Opera House, Museum of Contemporary Art, Chinatown and Paddington.   Nearby Destinations: Bondi Beach: 20min by bus Manly: 40min by train/ferry  The room itself is a spacious and relaxing double bedroom with Queen size bed and linens, a fantastic benchtop workspace/d",,"* Smoking Outside on balcony only.  * No house guests. * Do not leave bolsters and cushions on daybed - they will blow away! Bring inside when not in use. Mattress is secured and can remain on balcony. * Turn off Coffee Machine (green button) when not in use.   * You're welcome to use the Washing Machine/Dryer. Powders etc beneath the laundry tub. * Dishwasher pellets beneath the sink. * To lock front door, just pull closed behind you when leaving. Is set to automatically lock."
642749,Balmain Beautiful Family Home,House,$799.00,"{TV,Internet,Wifi,Kitchen,""Free street parking"",Washer,Dryer,""Smoke detector"",""Self check-in"",Lockbox,Bathtub,""Hot water"",Microwave,Refrigerator,Dishwasher,Oven,Stove}",6,4,2.0,14,"We put a lot of thought into the design of our home and fortunately we love it. It has 4 bedrooms, 2 bathrooms, exposed concrete ceilings, decked outdoor space, and water views. Perfect for a family holiday.  PS. We have a new dining table to the one shown in the pics - a vintage Danish design that extends to seat 10. Our home was designed by award winning Sydney architects MCK and other than the facade (built 1905) it was completely renovated in 2011. The design is both beautiful and functional.  Comfortably fits 6-8 people. Features Include: - Water views - Unique contemporary architectural design - Suitable for children (we have 2 boys aged 5 and 8) - Secure front and rear gardens - 3 good sized bedrooms downstairs with 1 very comfortable 'Sealy' double ensemble, 1 solid single bed and 1 double Aerobed (Platinum pillow top if required) -1 large master bedroom upstairs with a very comfortable 'Sealy' Queen ensemble bed - Spacious, open plan living areas with exposed concrete and wate","The house is located on Vincent street which overlooks the water (White Bay) and is a 2 min walk up to the main street. It has unmetered 24 hour street parking and there is a lovely children's playground a minute from our door. A short 10 min walk away you will find Mort Bay and Ballast Point parks along the water. Both have beautiful picnic grounds, play equipment, walking/jogging pathways along the foreshore.",Please keep in mind that this our family home and not an investment property. So we can provide a glowing review and not claim on the security bond please treat it with care and respect as you would your own or a friend's home. Main rules: No parties or functions without prior approval from us in writing - drinks/ dinner parties with the guests staying of course fine No smoking in or outside  No pets in or outside the property Ideally remove your shoes when inside  and no shoes upstairs in car petted areas Leave the fridge clean and empty! Put garbage out and sort into correct recycling bins Min stay 1 week Enjoy your stay!
